time,posx,posy,posz
22.569999695,-0.0854371842288833,0.24084363400902478,2.014713511354896
22.575000763,-0.08477306970603743,0.2410286490576091,2.0153891735242615
22.579999924,-0.08377948949077887,0.2413061894958438,2.0163976065093934
22.579999924,-0.08311881943654141,0.24149120091582754,2.017066605047223
22.590000153,-0.08213037022431031,0.24176864191075803,2.0180651973100456
22.594999313,-0.08147309699877567,0.2419535179952899,2.0187276723219343
22.597999573,-0.0806533980327648,0.2421844739153251,2.01955212692096
22.604000092,-0.07967252270172419,0.24246134428695534,2.020536165172316
22.604000092,-0.07902027616582585,0.24264570749437783,2.0211889923827657
22.61300087,-0.07804440820566724,0.24292184186841573,2.0221637770834713
22.61700058,-0.07739553182519347,0.2431056057539509,2.0228118516413605
22.624000549,-0.07642514611042478,0.2433806751252618,2.023781869612236
22.62899971,-0.07578065651732932,0.24356361866043946,2.024427163345099
22.63599968,-0.07481882227669968,0.243837290621234,2.0253930440806625
22.63999939,-0.07418181218224576,0.24401919199767336,2.0260355979412106
22.645000458,-0.07323455442499918,0.24429113799912588,2.0269973508751855
22.649999619,-0.07260984722814336,0.24447178185364404,2.0276370388596567
22.656000137,-0.07168552216320888,0.2447416823427057,2.0285950223951965
22.659999847,-0.07107953389755106,0.24492085194869034,2.02923490130981
22.664999008,-0.07018896521894136,0.24518838575289525,2.0301971582695155
22.670000076,-0.06960940797153085,0.24536588831488482,2.0308401841710024
22.676000595,-0.06876467615658685,0.24563079504617413,2.0318067809859492
22.676000595,-0.06821996024957266,0.24580646154953853,2.032452392385809
22.684999466,-0.06743412952859092,0.2460684862732416,2.033422307727798
22.688999176,-0.0669332218525373,0.2462421466922672,2.0340697637459977
22.694000244,-0.06622060706227945,0.24650101742519728,2.0350457423172013
22.700000763,-0.06577382323202399,0.2466724755124986,2.0357007796295474
22.705999374,-0.06515003169718786,0.24692792874325561,2.0366893536517425
22.709999084,-0.06476740765231079,0.24709705032248347,2.0373520307499473
22.715999603,-0.06424731721543832,0.24734892595740693,2.0383507895162105
22.719999313,-0.06393891098930529,0.24751561790720544,2.039019796867782
22.722999573,-0.06353791107473093,0.24776378485945583,2.0400277178966406
22.729000092,-0.06331401696762774,0.24792796335235012,2.0407020687353303
22.736000061,-0.06304740613694253,0.24817229934550825,2.041716213948589
22.73900032,-0.06291821439748974,0.24833388325930042,2.0423935091257617
22.74600029,-0.06280210814337928,0.24857424928485886,2.043413099065255
22.75,-0.06277905553753643,0.24873313346247827,2.044095138786633
22.756000519,-0.06283017060114575,0.24896939297814985,2.0451204088202926
22.756999969,-0.06292410469233954,0.24912549862578667,2.0458055558434634
22.76499939,-0.06315932669038835,0.24935752246119886,2.046835313602508
22.7689991,-0.06338149200652035,0.24951076966020239,2.047522263515275
22.7689991,-0.06381701060563519,0.2497384691207473,2.048551707272481
22.780000687,-0.06417627941864669,0.24988884414040172,2.0492316844750396
22.785999298,-0.06481370650579518,0.25011242685474067,2.0502173558739076
22.789999008,-0.06530571015152957,0.25026016716429444,2.0508504721923373
22.795999527,-0.06614586447757181,0.2504798347655886,2.0517635009934985
22.798999786,-0.06677441479345504,0.25062501590293657,2.0523476536145178
22.801000595,-0.06763752586436422,0.25080511116770954,2.0530517739927174
22.801000595,-0.06878644707124448,0.2510192762359884,2.053859462030157
22.812999725,-0.0696206021159472,0.25116091702800203,2.0543754769091556
22.819000244,-0.07097361671530035,0.25137173848318256,2.055116012866269
22.825000763,-0.07194303803595109,0.25151122730824055,2.0555869524834383
22.830999374,-0.07349696905085866,0.25171892821571107,2.0562568161903716
22.833000183,-0.07459925315970357,0.25185639206954025,2.0566790398958585
22.840999603,-0.0763518479278101,0.2520611074844577,2.05727595106703
22.843999863,-0.07758600079258686,0.25219661343878697,2.0576492728103517
22.850999832,-0.07953531684017125,0.25239844421981067,2.058172024098968
22.854999542,-0.08090001224390236,0.25253206304668496,2.058495820766756
22.861000061,-0.08304456455404152,0.25273111821946304,2.058945293854399
22.861999512,-0.08453903506362723,0.2528629265422472,2.059221040806868
22.868000031,-0.08687738727591997,0.2530593352439974,2.0595990184801107
22.872999191,-0.08850041526603679,0.2531894288611826,2.0598273686275546
22.881000519,-0.09103061032651305,0.2533833415030834,2.0601346663846245
22.881000519,-0.09278127004539842,0.25351181635686215,2.0603173159578785
22.891000748,-0.09550448262929184,0.2537033458609409,2.060563658913277
22.891000748,-0.09738424976631034,0.25383027263703145,2.0607091016447665
22.895000458,-0.10029967590124597,0.25401957159960104,2.0608990993296383
22.902999878,-0.10230680232343942,0.25414507085263804,2.0610071080107013
22.909000397,-0.10541217711929697,0.2543323152223575,2.061141342576727
22.913000107,-0.10754521600028161,0.2544565002230667,2.0612124331275994
22.920999527,-0.11083838754708987,0.25464185122316646,2.0612916755977864
22.923999786,-0.11309589477169242,0.25476482333365985,2.0613263044384595
22.930999756,-0.11657380605717023,0.2549484343236574,2.0613486144462083
22.934999466,-0.11895300937638213,0.2550702992758376,2.061343356568057
22.937999725,-0.12261211593534209,0.25525231351523187,2.061305516039509
22.941999435,-0.12511129662178885,0.25537314887307483,2.0612602817899006
22.951000214,-0.1289487834256674,0.25555366395768203,2.061161749736176
22.951000214,-0.1315658799310644,0.25567352797396575,2.0610757437882077
22.958999634,-0.1355789335051976,0.2558526306353284,2.0609161180375297
22.964000702,-0.13831210487672405,0.2559715854048438,2.0607890755349416
22.965000153,-0.14249799185393566,0.25614936685844125,2.060567811306874
22.973999023,-0.14534568771304365,0.2562674613992383,2.0603999765745495
22.978000641,-0.14970236759725297,0.2564439708278061,2.060117971922226
22.982999802,-0.1526632833459957,0.2565612245257989,2.059909934417323
22.986999512,-0.1571888596486782,0.256736476120288,2.0595680508299763
22.99200058,-0.1602617059450766,0.2568528881904152,2.0593201718339085
22.997999191,-0.1641649525318076,0.25699792305055313,2.058987174981289
23.006000519,-0.16893956496720453,0.2571712489330976,2.0585535219852584
23.006000519,-0.17217741705855985,0.25728635756024315,2.058243879604621
23.01499939,-0.17711610033828135,0.2574583437117725,2.0577487477667495
23.0189991,-0.18046303602512734,0.25757254088627124,2.057398285493753
23.025999069,-0.18556483570215995,0.2577431293001913,2.056841640787637
23.028999329,-0.18902006886768213,0.257856372648565,2.0564495223348964
23.034000397,-0.1942837659469346,0.2580254912255991,2.0558299167689893
23.038999557,-0.19784665155296774,0.25813772357171577,2.055395980068148
23.045999527,-0.20327304958987485,0.25830525355130124,2.0547196276126325
23.049999237,-0.20694669731168885,0.2584163600415761,2.0542570082186913
23.054000854,-0.21254072205351943,0.2585821255208622,2.0535459293842626
23.059999466,-0.21632532712866676,0.2586920325939417,2.05306060349823
23.065000534,-0.22208364351481677,0.25885599253868025,2.0523141741345476
23.069000244,-0.22597568664126438,0.2589647070386308,2.0518028026683814
23.073999405,-0.23189224170316572,0.2591268985221537,2.05101514286875
23.079999924,-0.23588791624229385,0.2592344473181901,2.0504754726119767
23.083999634,-0.24195702320708376,0.2593949115725141,2.049644286004054
23.086999893,-0.24605272524629287,0.2595013210555598,2.049076000192096
23.096000671,-0.25226912247097105,0.25966010189293987,2.0482019006364727
23.098999023,-0.2564610949177807,0.25976541076325405,2.047604856529492
23.105998993,-0.26281919279353355,0.2599225750770239,2.046688408512889
